pairID,sentenceID,isCorrect,isPun,relatedness,order,wordOrder,condition,workderID,age,gender,native,word1,word2
374,91,0,1,-0.549328148198154,109,1,1,ATIU8G3W5NUZ6,35,M,english,bar,seedy
378,91,1,1,-1.22807915853724,80,0,1,ATIU8G3W5NUZ6,35,M,english,unwashed,cd
382,93,0,1,0.129422862140926,55,0,1,ATIU8G3W5NUZ6,35,M,english,boy,naughty
384,94,1,1,0.468798367310467,59,1,1,ATIU8G3W5NUZ6,35,M,english,college,taut
391,96,0,1,0.468798367310467,108,0,1,ATIU8G3W5NUZ6,35,M,english,ten,high
393,97,1,1,1.14754937764955,102,0,1,ATIU8G3W5NUZ6,35,M,english,week,daze
399,99,0,1,-1.22807915853724,54,0,1,ATIU8G3W5NUZ6,35,M,english,feel,plain
401,99,1,1,-1.22807915853724,58,0,1,ATIU8G3W5NUZ6,35,M,english,sister,plane
406,102,0,1,0.129422862140926,77,1,1,ATIU8G3W5NUZ6,35,M,english,buy,roll
407,102,1,1,0.468798367310467,107,1,1,ATIU8G3W5NUZ6,35,M,english,dress,role
414,104,0,1,0.468798367310467,65,0,1,ATIU8G3W5NUZ6,35,M,english,wood,steel
416,105,1,1,-1.22807915853724,83,1,1,ATIU8G3W5NUZ6,35,M,english,heart,dye
423,107,0,1,0.468798367310467,104,1,1,ATIU8G3W5NUZ6,35,M,english,pass,feat
425,107,1,1,0.468798367310467,64,1,1,ATIU8G3W5NUZ6,35,M,english,study,foot
427,108,0,1,0.468798367310467,116,1,1,ATIU8G3W5NUZ6,35,M,english,car,allow
433,110,1,1,0.129422862140926,71,0,1,ATIU8G3W5NUZ6,35,M,english,food,manor
439,111,0,1,0.468798367310467,40,0,1,ATIU8G3W5NUZ6,35,M,english,year,cash
440,112,1,1,0.468798367310467,42,1,1,ATIU8G3W5NUZ6,35,M,english,city,reign
446,113,0,1,1.48692488281909,21,1,1,ATIU8G3W5NUZ6,35,M,english,meeting,time
448,114,1,1,-1.22807915853724,70,0,1,ATIU8G3W5NUZ6,35,M,english,buy,pore
451,115,0,1,1.14754937764955,19,0,1,ATIU8G3W5NUZ6,35,M,english,accuse,guilt
459,116,1,1,-1.22807915853724,46,1,1,ATIU8G3W5NUZ6,35,M,english,side,heir
463,117,0,1,0.808173872480007,30,1,1,ATIU8G3W5NUZ6,35,M,english,set,sun
465,118,1,1,-1.22807915853724,101,0,1,ATIU8G3W5NUZ6,35,M,english,midatlantic,c
472,120,0,1,0.129422862140926,98,1,1,ATIU8G3W5NUZ6,35,M,english,girl,raiser
473,120,1,1,-0.888703653367695,9,0,1,ATIU8G3W5NUZ6,35,M,english,local,razor
1,1,0,0,0.33768365679116,115,0,1,A248EOSB7XULJX,25,F,English,atheism,prophet
5,2,1,0,0.33768365679116,26,1,1,A248EOSB7XULJX,25,F,English,large,pie
9,3,0,0,1.31551608627231,4,0,1,A248EOSB7XULJX,25,F,English,bread,knead
8,3,1,0,-0.151232557949415,5,1,1,A248EOSB7XULJX,25,F,English,basis,need
18,5,0,0,0.093225549420872,103,0,1,A248EOSB7XULJX,25,F,English,emotional,tier
17,5,1,0,-0.395690665319702,67,0,1,A248EOSB7XULJX,25,F,English,cake,tear
24,6,0,0,-0.151232557949415,99,1,1,A248EOSB7XULJX,25,F,English,flag,poll
26,7,1,0,1.31551608627231,65,0,1,A248EOSB7XULJX,25,F,English,chairman,board
34,9,0,0,-1.12906498743056,47,1,1,A248EOSB7XULJX,25,F,English,always,sine
39,9,1,0,1.31551608627231,111,1,1,A248EOSB7XULJX,25,F,English,trigonometry,sign
41,10,0,0,-1.12906498743056,35,0,1,A248EOSB7XULJX,25,F,English,john,principal
45,11,1,0,0.826599871531734,6,0,1,A248EOSB7XULJX,25,F,English,store,seedy
50,12,0,0,-1.12906498743056,28,1,1,A248EOSB7XULJX,25,F,English,pulled,hare
54,13,1,0,-1.12906498743056,37,1,1,A248EOSB7XULJX,25,F,English,pine,naughty
57,14,0,0,-1.12906498743056,58,1,1,A248EOSB7XULJX,25,F,English,learn,taut
62,15,1,0,-0.640148772689989,82,0,1,A248EOSB7XULJX,25,F,English,drop,mark
65,16,0,0,-1.12906498743056,116,1,1,A248EOSB7XULJX,25,F,English,boy,hi
68,16,1,0,0.582141764161447,95,1,1,A248EOSB7XULJX,25,F,English,people,high
75,17,0,0,-1.12906498743056,14,0,1,A248EOSB7XULJX,25,F,English,time,daze
73,17,1,0,1.31551608627231,83,0,1,A248EOSB7XULJX,25,F,English,school,day
80,19,0,0,0.093225549420872,76,0,1,A248EOSB7XULJX,25,F,English,eat,plane
83,19,1,0,-1.12906498743056,8,0,1,A248EOSB7XULJX,25,F,English,fly,plain
88,20,0,0,-0.640148772689989,15,1,1,A248EOSB7XULJX,25,F,English,last,dam
89,20,1,0,-1.12906498743056,20,1,1,A248EOSB7XULJX,25,F,English,movie,damn
97,22,0,0,-0.395690665319702,44,1,1,A248EOSB7XULJX,25,F,English,great,role
100,23,0,0,-0.395690665319702,92,0,1,A248EOSB7XULJX,25,F,English,id,collar
101,23,1,0,1.31551608627231,41,0,1,A248EOSB7XULJX,25,F,English,man,caller
111,25,0,0,1.31551608627231,66,1,1,A248EOSB7XULJX,25,F,English,hair,dye
108,25,1,0,0.582141764161447,36,1,1,A248EOSB7XULJX,25,F,English,actress,die
115,26,1,0,-0.884606880060277,53,0,1,A248EOSB7XULJX,25,F,English,belt,waste
121,27,0,0,1.31551608627231,80,0,1,A248EOSB7XULJX,25,F,English,shoe,foot
125,28,1,0,-0.884606880060277,93,1,1,A248EOSB7XULJX,25,F,English,want,allow
126,29,0,0,1.31551608627231,27,0,1,A248EOSB7XULJX,25,F,English,bucket,pail
134,30,1,0,-0.151232557949415,45,1,1,A248EOSB7XULJX,25,F,English,man,manner
140,31,0,0,0.582141764161447,88,1,1,A248EOSB7XULJX,25,F,English,poker,cache
141,31,1,0,-1.12906498743056,18,1,1,A248EOSB7XULJX,25,F,English,suddenly,cash
145,32,0,0,1.07105797890202,77,0,1,A248EOSB7XULJX,25,F,English,place,reign
151,33,1,0,-1.12906498743056,57,1,1,A248EOSB7XULJX,25,F,English,herb,time
153,34,0,0,-0.640148772689989,108,1,1,A248EOSB7XULJX,25,F,English,bad,pore
159,35,1,0,1.31551608627231,21,0,1,A248EOSB7XULJX,25,F,English,people,guilt
161,37,0,0,1.31551608627231,117,0,1,A248EOSB7XULJX,25,F,English,boy,son
162,37,1,0,1.31551608627231,73,0,1,A248EOSB7XULJX,25,F,English,down,sun
170,38,0,0,0.582141764161447,50,1,1,A248EOSB7XULJX,25,F,English,singer,c
173,39,1,0,-0.884606880060277,100,1,1,A248EOSB7XULJX,25,F,English,electrician,what
181,40,0,0,-1.12906498743056,3,1,1,A248EOSB7XULJX,25,F,English,want,razor
180,40,1,0,-1.12906498743056,19,1,1,A248EOSB7XULJX,25,F,English,turn,raiser
185,41,0,1,1.31551608627231,43,1,1,A248EOSB7XULJX,25,F,English,interpreting,prophet
188,42,1,1,-1.12906498743056,113,0,1,A248EOSB7XULJX,25,F,English,number,pie
193,43,0,1,1.31551608627231,109,0,1,A248EOSB7XULJX,25,F,English,baker,knead
199,43,1,1,0.582141764161447,62,0,1,A248EOSB7XULJX,25,F,English,together,need
200,44,0,1,1.07105797890202,29,1,1,A248EOSB7XULJX,25,F,English,dip,oar
204,45,1,1,-1.12906498743056,54,0,1,A248EOSB7XULJX,25,F,English,stack,tear
208,46,0,1,1.31551608627231,75,0,1,A248EOSB7XULJX,25,F,English,political,poll
212,47,1,1,0.093225549420872,105,1,1,A248EOSB7XULJX,25,F,English,man,board
219,48,0,1,1.31551608627231,61,1,1,A248EOSB7XULJX,25,F,English,southern,greece
223,49,1,1,1.31551608627231,40,1,1,A248EOSB7XULJX,25,F,English,mathematics,sign
224,50,0,1,-1.12906498743056,32,0,1,A248EOSB7XULJX,25,F,English,high,principal
230,51,1,1,-1.12906498743056,33,0,1,A248EOSB7XULJX,25,F,English,new,seedy
234,52,0,1,1.07105797890202,87,1,1,A248EOSB7XULJX,25,F,English,rapidly,hare
236,53,1,1,0.33768365679116,101,0,1,A248EOSB7XULJX,25,F,English,cabin,naughty
239,54,0,1,0.093225549420872,48,0,1,A248EOSB7XULJX,25,F,English,between,taut
245,55,1,1,1.31551608627231,38,1,1,A248EOSB7XULJX,25,F,English,karl,mark
248,57,0,1,-0.884606880060277,34,1,1,A248EOSB7XULJX,25,F,English,bad,daze
251,58,1,1,-1.12906498743056,7,1,1,A248EOSB7XULJX,25,F,English,essay,pro
257,60,0,1,-1.12906498743056,9,1,1,A248EOSB7XULJX,25,F,English,building,dam
260,61,1,1,-0.884606880060277,104,0,1,A248EOSB7XULJX,25,F,English,computer,hurt
264,62,0,1,1.31551608627231,55,1,1,A248EOSB7XULJX,25,F,English,leading,role
270,63,1,1,-1.12906498743056,49,1,1,A248EOSB7XULJX,25,F,English,put,caller
272,64,0,1,0.826599871531734,107,0,1,A248EOSB7XULJX,25,F,English,boy,steal
273,64,1,1,-1.12906498743056,30,1,1,A248EOSB7XULJX,25,F,English,candy,steel
281,66,0,1,0.093225549420872,86,1,1,A248EOSB7XULJX,25,F,English,look,waist
285,67,1,1,-0.151232557949415,42,1,1,A248EOSB7XULJX,25,F,English,new,feat
288,68,0,1,1.31551608627231,68,0,1,A248EOSB7XULJX,25,F,English,poem,aloud
292,69,1,1,-1.12906498743056,64,1,1,A248EOSB7XULJX,25,F,English,fill,pale
300,70,0,1,1.31551608627231,89,1,1,A248EOSB7XULJX,25,F,English,wealthy,manor
296,70,1,1,-0.395690665319702,110,0,1,A248EOSB7XULJX,25,F,English,huge,manner
302,71,0,1,1.31551608627231,102,1,1,A248EOSB7XULJX,25,F,English,database,cache
307,72,1,1,0.33768365679116,39,0,1,A248EOSB7XULJX,25,F,English,france,rain
309,73,0,1,0.826599871531734,23,0,1,A248EOSB7XULJX,25,F,English,chicken,thyme
312,73,1,1,-1.12906498743056,13,1,1,A248EOSB7XULJX,25,F,English,flavor,time
317,74,0,1,1.31551608627231,84,1,1,A248EOSB7XULJX,25,F,English,skin,pore
324,76,1,1,-0.395690665319702,31,1,1,A248EOSB7XULJX,25,F,English,prince,err
332,78,0,1,1.31551608627231,72,1,1,A248EOSB7XULJX,25,F,English,soprano,c
329,78,1,1,-1.12906498743056,106,1,1,A248EOSB7XULJX,25,F,English,called,sea
340,80,1,1,-1.12906498743056,51,0,1,A248EOSB7XULJX,25,F,English,use,raiser
345,81,1,1,0.582141764161447,118,1,1,A248EOSB7XULJX,25,F,English,year,prophet
350,83,0,1,0.33768365679116,81,1,1,A248EOSB7XULJX,25,F,English,programmer,need
351,84,1,1,-1.12906498743056,114,0,1,A248EOSB7XULJX,25,F,English,car,oar
360,85,0,1,-0.640148772689989,96,1,1,A248EOSB7XULJX,25,F,English,watch,tear
362,86,1,1,0.826599871531734,52,1,1,A248EOSB7XULJX,25,F,English,raise,poll
365,87,0,1,1.31551608627231,10,1,1,A248EOSB7XULJX,25,F,English,director,board
371,89,1,1,-1.12906498743056,98,1,1,A248EOSB7XULJX,25,F,English,store,sine
374,91,0,1,1.31551608627231,97,0,1,A248EOSB7XULJX,25,F,English,bar,seedy
378,91,1,1,-1.12906498743056,112,1,1,A248EOSB7XULJX,25,F,English,unwashed,cd
382,93,0,1,0.093225549420872,2,0,1,A248EOSB7XULJX,25,F,English,boy,naughty
384,94,1,1,-1.12906498743056,79,0,1,A248EOSB7XULJX,25,F,English,college,taut
391,96,0,1,-1.12906498743056,11,0,1,A248EOSB7XULJX,25,F,English,ten,high
393,97,1,1,-1.12906498743056,1,1,1,A248EOSB7XULJX,25,F,English,week,daze
399,99,0,1,-1.12906498743056,69,0,1,A248EOSB7XULJX,25,F,English,feel,plain
401,99,1,1,-1.12906498743056,24,0,1,A248EOSB7XULJX,25,F,English,sister,plane
406,102,0,1,0.582141764161447,78,0,1,A248EOSB7XULJX,25,F,English,buy,roll
407,102,1,1,-0.151232557949415,94,1,1,A248EOSB7XULJX,25,F,English,dress,role
414,104,0,1,0.826599871531734,17,1,1,A248EOSB7XULJX,25,F,English,wood,steel
416,105,1,1,-1.12906498743056,56,1,1,A248EOSB7XULJX,25,F,English,heart,dye
423,107,0,1,1.31551608627231,25,0,1,A248EOSB7XULJX,25,F,English,pass,feat
425,107,1,1,-0.151232557949415,74,0,1,A248EOSB7XULJX,25,F,English,study,foot
427,108,0,1,-0.151232557949415,85,0,1,A248EOSB7XULJX,25,F,English,car,allow
433,110,1,1,-0.640148772689989,71,1,1,A248EOSB7XULJX,25,F,English,food,manor
439,111,0,1,-1.12906498743056,16,1,1,A248EOSB7XULJX,25,F,English,year,cash
440,112,1,1,0.582141764161447,22,1,1,A248EOSB7XULJX,25,F,English,city,reign
446,113,0,1,1.31551608627231,60,0,1,A248EOSB7XULJX,25,F,English,meeting,time
448,114,1,1,-0.640148772689989,63,0,1,A248EOSB7XULJX,25,F,English,buy,pore
451,115,0,1,1.31551608627231,91,1,1,A248EOSB7XULJX,25,F,English,accuse,guilt
459,116,1,1,-1.12906498743056,46,1,1,A248EOSB7XULJX,25,F,English,side,heir
463,117,0,1,1.31551608627231,90,1,1,A248EOSB7XULJX,25,F,English,set,sun
465,118,1,1,-1.12906498743056,12,1,1,A248EOSB7XULJX,25,F,English,midatlantic,c
472,120,0,1,-0.640148772689989,59,1,1,A248EOSB7XULJX,25,F,English,girl,raiser
473,120,1,1,1.31551608627231,70,1,1,A248EOSB7XULJX,25,F,English,local,razor
1,1,0,0,-0.481609260629241,91,0,1,A2I4V3HMJIBWP8,55,M,english,atheism,prophet
5,2,1,0,-0.481609260629241,56,0,1,A2I4V3HMJIBWP8,55,M,english,large,pie
9,3,0,0,2.96262666387079,95,0,1,A2I4V3HMJIBWP8,55,M,english,bread,knead
8,3,1,0,1.92935588652078,109,0,1,A2I4V3HMJIBWP8,55,M,english,basis,need
18,5,0,0,-0.481609260629241,60,1,1,A2I4V3HMJIBWP8,55,M,english,emotional,tier
17,5,1,0,-0.481609260629241,51,1,1,A2I4V3HMJIBWP8,55,M,english,cake,tear
24,6,0,0,-0.481609260629241,11,0,1,A2I4V3HMJIBWP8,55,M,english,flag,poll
26,7,1,0,1.92935588652078,100,0,1,A2I4V3HMJIBWP8,55,M,english,chairman,board
34,9,0,0,-0.481609260629241,38,1,1,A2I4V3HMJIBWP8,55,M,english,always,sine
39,9,1,0,-0.481609260629241,44,0,1,A2I4V3HMJIBWP8,55,M,english,trigonometry,sign
41,10,0,0,-0.481609260629241,62,1,1,A2I4V3HMJIBWP8,55,M,english,john,principal
45,11,1,0,-0.481609260629241,34,1,1,A2I4V3HMJIBWP8,55,M,english,store,seedy
50,12,0,0,-0.481609260629241,115,1,1,A2I4V3HMJIBWP8,55,M,english,pulled,hare
54,13,1,0,-0.481609260629241,39,1,1,A2I4V3HMJIBWP8,55,M,english,pine,naughty
57,14,0,0,-0.481609260629241,99,0,1,A2I4V3HMJIBWP8,55,M,english,learn,taut
62,15,1,0,-0.481609260629241,117,0,1,A2I4V3HMJIBWP8,55,M,english,drop,mark
65,16,0,0,-0.481609260629241,90,1,1,A2I4V3HMJIBWP8,55,M,english,boy,hi
68,16,1,0,-0.481609260629241,53,1,1,A2I4V3HMJIBWP8,55,M,english,people,high
75,17,0,0,-0.481609260629241,106,1,1,A2I4V3HMJIBWP8,55,M,english,time,daze
73,17,1,0,1.24050870162077,55,1,1,A2I4V3HMJIBWP8,55,M,english,school,day
80,19,0,0,-0.481609260629241,30,0,1,A2I4V3HMJIBWP8,55,M,english,eat,plane
83,19,1,0,-0.481609260629241,107,0,1,A2I4V3HMJIBWP8,55,M,english,fly,plain
88,20,0,0,-0.481609260629241,45,1,1,A2I4V3HMJIBWP8,55,M,english,last,dam
89,20,1,0,-0.481609260629241,50,1,1,A2I4V3HMJIBWP8,55,M,english,movie,damn
97,22,0,0,-0.481609260629241,86,1,1,A2I4V3HMJIBWP8,55,M,english,great,role
100,23,0,0,-0.481609260629241,88,0,1,A2I4V3HMJIBWP8,55,M,english,id,collar
101,23,1,0,-0.481609260629241,66,0,1,A2I4V3HMJIBWP8,55,M,english,man,caller
111,25,0,0,1.24050870162077,84,1,1,A2I4V3HMJIBWP8,55,M,english,hair,dye
108,25,1,0,-0.481609260629241,104,0,1,A2I4V3HMJIBWP8,55,M,english,actress,die
115,26,1,0,-0.481609260629241,59,0,1,A2I4V3HMJIBWP8,55,M,english,belt,waste
121,27,0,0,2.96262666387079,4,1,1,A2I4V3HMJIBWP8,55,M,english,shoe,foot
125,28,1,0,-0.481609260629241,27,1,1,A2I4V3HMJIBWP8,55,M,english,want,allow
126,29,0,0,2.96262666387079,105,0,1,A2I4V3HMJIBWP8,55,M,english,bucket,pail
134,30,1,0,-0.481609260629241,5,0,1,A2I4V3HMJIBWP8,55,M,english,man,manner
140,31,0,0,-0.481609260629241,70,0,1,A2I4V3HMJIBWP8,55,M,english,poker,cache
141,31,1,0,-0.481609260629241,42,1,1,A2I4V3HMJIBWP8,55,M,english,suddenly,cash
145,32,0,0,-0.481609260629241,35,1,1,A2I4V3HMJIBWP8,55,M,english,place,reign
151,33,1,0,-0.481609260629241,116,1,1,A2I4V3HMJIBWP8,55,M,english,herb,time
153,34,0,0,-0.481609260629241,98,0,1,A2I4V3HMJIBWP8,55,M,english,bad,pore
159,35,1,0,-0.481609260629241,108,0,1,A2I4V3HMJIBWP8,55,M,english,people,guilt
161,37,0,0,2.96262666387079,25,0,1,A2I4V3HMJIBWP8,55,M,english,boy,son
162,37,1,0,0.89608510917077,64,0,1,A2I4V3HMJIBWP8,55,M,english,down,sun
170,38,0,0,-0.481609260629241,22,1,1,A2I4V3HMJIBWP8,55,M,english,singer,c
173,39,1,0,-0.481609260629241,26,0,1,A2I4V3HMJIBWP8,55,M,english,electrician,what
181,40,0,0,-0.481609260629241,76,0,1,A2I4V3HMJIBWP8,55,M,english,want,razor
180,40,1,0,-0.481609260629241,19,1,1,A2I4V3HMJIBWP8,55,M,english,turn,raiser
185,41,0,1,-0.481609260629241,3,1,1,A2I4V3HMJIBWP8,55,M,english,interpreting,prophet
188,42,1,1,-0.481609260629241,63,1,1,A2I4V3HMJIBWP8,55,M,english,number,pie
193,43,0,1,2.27377947897078,85,1,1,A2I4V3HMJIBWP8,55,M,english,baker,knead
199,43,1,1,-0.481609260629241,114,1,1,A2I4V3HMJIBWP8,55,M,english,together,need
200,44,0,1,1.92935588652078,112,1,1,A2I4V3HMJIBWP8,55,M,english,dip,oar
204,45,1,1,-0.481609260629241,113,1,1,A2I4V3HMJIBWP8,55,M,english,stack,tear
208,46,0,1,2.27377947897078,28,1,1,A2I4V3HMJIBWP8,55,M,english,political,poll
212,47,1,1,-0.481609260629241,9,0,1,A2I4V3HMJIBWP8,55,M,english,man,board
219,48,0,1,-0.481609260629241,96,0,1,A2I4V3HMJIBWP8,55,M,english,southern,greece
223,49,1,1,-0.481609260629241,49,0,1,A2I4V3HMJIBWP8,55,M,english,mathematics,sign
224,50,0,1,0.551661516720767,67,1,1,A2I4V3HMJIBWP8,55,M,english,high,principal
230,51,1,1,-0.481609260629241,17,1,1,A2I4V3HMJIBWP8,55,M,english,new,seedy
234,52,0,1,1.58493229407078,36,1,1,A2I4V3HMJIBWP8,55,M,english,rapidly,hare
236,53,1,1,-0.481609260629241,48,1,1,A2I4V3HMJIBWP8,55,M,english,cabin,naughty
239,54,0,1,-0.481609260629241,31,0,1,A2I4V3HMJIBWP8,55,M,english,between,taut
245,55,1,1,-0.481609260629241,14,1,1,A2I4V3HMJIBWP8,55,M,english,karl,mark
248,57,0,1,-0.481609260629241,18,0,1,A2I4V3HMJIBWP8,55,M,english,bad,daze
251,58,1,1,-0.481609260629241,110,1,1,A2I4V3HMJIBWP8,55,M,english,essay,pro
257,60,0,1,-0.481609260629241,81,1,1,A2I4V3HMJIBWP8,55,M,english,building,dam
260,61,1,1,-0.481609260629241,65,0,1,A2I4V3HMJIBWP8,55,M,english,computer,hurt
264,62,0,1,1.92935588652078,72,1,1,A2I4V3HMJIBWP8,55,M,english,leading,role
270,63,1,1,-0.481609260629241,102,1,1,A2I4V3HMJIBWP8,55,M,english,put,caller
272,64,0,1,-0.481609260629241,80,0,1,A2I4V3HMJIBWP8,55,M,english,boy,steal
273,64,1,1,-0.481609260629241,118,0,1,A2I4V3HMJIBWP8,55,M,english,candy,steel
281,66,0,1,-0.481609260629241,78,0,1,A2I4V3HMJIBWP8,55,M,english,look,waist
285,67,1,1,-0.481609260629241,58,1,1,A2I4V3HMJIBWP8,55,M,english,new,feat
288,68,0,1,-0.481609260629241,37,0,1,A2I4V3HMJIBWP8,55,M,english,poem,aloud
292,69,1,1,-0.481609260629241,71,0,1,A2I4V3HMJIBWP8,55,M,english,fill,pale
300,70,0,1,2.96262666387079,29,1,1,A2I4V3HMJIBWP8,55,M,english,wealthy,manor
296,70,1,1,-0.481609260629241,79,1,1,A2I4V3HMJIBWP8,55,M,english,huge,manner
302,71,0,1,0.207237924270764,2,0,1,A2I4V3HMJIBWP8,55,M,english,database,cache
307,72,1,1,-0.481609260629241,82,1,1,A2I4V3HMJIBWP8,55,M,english,france,rain
309,73,0,1,0.551661516720767,57,0,1,A2I4V3HMJIBWP8,55,M,english,chicken,thyme
312,73,1,1,-0.481609260629241,13,0,1,A2I4V3HMJIBWP8,55,M,english,flavor,time
317,74,0,1,2.61820307142078,33,1,1,A2I4V3HMJIBWP8,55,M,english,skin,pore
324,76,1,1,-0.481609260629241,10,0,1,A2I4V3HMJIBWP8,55,M,english,prince,err
332,78,0,1,0.207237924270764,54,0,1,A2I4V3HMJIBWP8,55,M,english,soprano,c
329,78,1,1,-0.481609260629241,15,1,1,A2I4V3HMJIBWP8,55,M,english,called,sea
340,80,1,1,-0.481609260629241,83,0,1,A2I4V3HMJIBWP8,55,M,english,use,raiser
345,81,1,1,-0.481609260629241,92,0,1,A2I4V3HMJIBWP8,55,M,english,year,prophet
350,83,0,1,-0.481609260629241,61,1,1,A2I4V3HMJIBWP8,55,M,english,programmer,need
351,84,1,1,-0.481609260629241,41,1,1,A2I4V3HMJIBWP8,55,M,english,car,oar
360,85,0,1,-0.481609260629241,8,0,1,A2I4V3HMJIBWP8,55,M,english,watch,tear
362,86,1,1,-0.481609260629241,12,0,1,A2I4V3HMJIBWP8,55,M,english,raise,poll
365,87,0,1,1.92935588652078,16,0,1,A2I4V3HMJIBWP8,55,M,english,director,board
371,89,1,1,-0.481609260629241,97,0,1,A2I4V3HMJIBWP8,55,M,english,store,sine
374,91,0,1,1.24050870162077,69,1,1,A2I4V3HMJIBWP8,55,M,english,bar,seedy
378,91,1,1,-0.481609260629241,47,0,1,A2I4V3HMJIBWP8,55,M,english,unwashed,cd
382,93,0,1,-0.481609260629241,74,1,1,A2I4V3HMJIBWP8,55,M,english,boy,naughty
384,94,1,1,-0.481609260629241,1,1,1,A2I4V3HMJIBWP8,55,M,english,college,taut
391,96,0,1,-0.481609260629241,20,1,1,A2I4V3HMJIBWP8,55,M,english,ten,high
393,97,1,1,-0.481609260629241,52,0,1,A2I4V3HMJIBWP8,55,M,english,week,daze
399,99,0,1,-0.481609260629241,6,0,1,A2I4V3HMJIBWP8,55,M,english,feel,plain
401,99,1,1,-0.481609260629241,101,1,1,A2I4V3HMJIBWP8,55,M,english,sister,plane
406,102,0,1,-0.481609260629241,73,0,1,A2I4V3HMJIBWP8,55,M,english,buy,roll
407,102,1,1,0.551661516720767,94,0,1,A2I4V3HMJIBWP8,55,M,english,dress,role
414,104,0,1,1.58493229407078,68,0,1,A2I4V3HMJIBWP8,55,M,english,wood,steel
416,105,1,1,-0.481609260629241,7,0,1,A2I4V3HMJIBWP8,55,M,english,heart,dye
423,107,0,1,-0.481609260629241,103,1,1,A2I4V3HMJIBWP8,55,M,english,pass,feat
425,107,1,1,-0.481609260629241,87,0,1,A2I4V3HMJIBWP8,55,M,english,study,foot
427,108,0,1,-0.481609260629241,21,1,1,A2I4V3HMJIBWP8,55,M,english,car,allow
433,110,1,1,-0.481609260629241,46,0,1,A2I4V3HMJIBWP8,55,M,english,food,manor
439,111,0,1,-0.481609260629241,75,1,1,A2I4V3HMJIBWP8,55,M,english,year,cash
440,112,1,1,-0.481609260629241,24,1,1,A2I4V3HMJIBWP8,55,M,english,city,reign
446,113,0,1,-0.481609260629241,23,1,1,A2I4V3HMJIBWP8,55,M,english,meeting,time
448,114,1,1,-0.481609260629241,93,1,1,A2I4V3HMJIBWP8,55,M,english,buy,pore
451,115,0,1,0.89608510917077,77,1,1,A2I4V3HMJIBWP8,55,M,english,accuse,guilt
459,116,1,1,-0.481609260629241,89,1,1,A2I4V3HMJIBWP8,55,M,english,side,heir
463,117,0,1,1.92935588652078,43,0,1,A2I4V3HMJIBWP8,55,M,english,set,sun
465,118,1,1,-0.481609260629241,32,0,1,A2I4V3HMJIBWP8,55,M,english,midatlantic,c
472,120,0,1,-0.481609260629241,111,0,1,A2I4V3HMJIBWP8,55,M,english,girl,raiser
473,120,1,1,-0.481609260629241,40,0,1,A2I4V3HMJIBWP8,55,M,english,local,razor
1,1,0,0,0.382709244781675,90,1,1,AIK29KADPI127,17,M,English,atheism,prophet
5,2,1,0,-0.480214784853439,51,1,1,AIK29KADPI127,17,M,English,large,pie
9,3,0,0,1.8209159608402,96,0,1,AIK29KADPI127,17,M,English,bread,knead
8,3,1,0,0.957991931205084,19,0,1,AIK29KADPI127,17,M,English,basis,need
18,5,0,0,-1.05549747127685,116,0,1,AIK29KADPI127,17,M,English,emotional,tier
17,5,1,0,-1.05549747127685,84,0,1,AIK29KADPI127,17,M,English,cake,tear
24,6,0,0,1.8209159608402,97,0,1,AIK29KADPI127,17,M,English,flag,poll
26,7,1,0,1.53327461762849,30,0,1,AIK29KADPI127,17,M,English,chairman,board
34,9,0,0,-1.05549747127685,10,1,1,AIK29KADPI127,17,M,English,always,sine
39,9,1,0,1.24563327441679,32,0,1,AIK29KADPI127,17,M,English,trigonometry,sign
41,10,0,0,-0.480214784853439,78,0,1,AIK29KADPI127,17,M,English,john,principal
45,11,1,0,0.09506790156997,102,1,1,AIK29KADPI127,17,M,English,store,seedy
50,12,0,0,-1.05549747127685,64,1,1,AIK29KADPI127,17,M,English,pulled,hare
54,13,1,0,-1.05549747127685,50,1,1,AIK29KADPI127,17,M,English,pine,naughty
57,14,0,0,-1.05549747127685,73,0,1,AIK29KADPI127,17,M,English,learn,taut
62,15,1,0,-0.480214784853439,46,1,1,AIK29KADPI127,17,M,English,drop,mark
65,16,0,0,-0.480214784853439,61,1,1,AIK29KADPI127,17,M,English,boy,hi
68,16,1,0,-0.480214784853439,88,1,1,AIK29KADPI127,17,M,English,people,high
75,17,0,0,-0.480214784853439,25,1,1,AIK29KADPI127,17,M,English,time,daze
73,17,1,0,0.382709244781675,111,1,1,AIK29KADPI127,17,M,English,school,day
80,19,0,0,-0.767856128065144,41,0,1,AIK29KADPI127,17,M,English,eat,plane
83,19,1,0,-0.480214784853439,76,0,1,AIK29KADPI127,17,M,English,fly,plain
88,20,0,0,-0.480214784853439,48,0,1,AIK29KADPI127,17,M,English,last,dam
89,20,1,0,-1.05549747127685,114,1,1,AIK29KADPI127,17,M,English,movie,damn
97,22,0,0,-0.192573441641734,113,1,1,AIK29KADPI127,17,M,English,great,role
100,23,0,0,1.24563327441679,15,0,1,AIK29KADPI127,17,M,English,id,collar
101,23,1,0,0.382709244781675,7,1,1,AIK29KADPI127,17,M,English,man,caller
111,25,0,0,1.53327461762849,52,1,1,AIK29KADPI127,17,M,English,hair,dye
108,25,1,0,-0.767856128065144,80,1,1,AIK29KADPI127,17,M,English,actress,die
115,26,1,0,-1.05549747127685,85,0,1,AIK29KADPI127,17,M,English,belt,waste
