sentenceID,isCorrect,pairID,word1,word2,relatedness,word1_index,word2_index,distance,sentence
73,0,311,favorite,thyme,-0.481272368322712,3,13,-10,one of my favorite meals is chicken in a creamy sauce flavored with thyme
73,0,312,flavor,thyme,0.787410791250026,11,13,-2,one of my favorite meals is chicken in a creamy sauce flavored with thyme
73,0,313,meal,thyme,0.748377180355409,4,13,-9,one of my favorite meals is chicken in a creamy sauce flavored with thyme
73,0,314,one,thyme,-0.817649311930047,0,13,-13,one of my favorite meals is chicken in a creamy sauce flavored with thyme
73,0,315,sauce,thyme,0.894330694038718,10,13,-3,one of my favorite meals is chicken in a creamy sauce flavored with thyme
74,0,316,opening,pore,1.31386513502471,6,1,5,a pore is a very small opening on the surface of your skin
74,0,317,skin,pore,1.75334416180791,12,1,11,a pore is a very small opening on the surface of your skin
74,0,318,small,pore,0.761796412072259,5,1,4,a pore is a very small opening on the surface of your skin
74,0,319,surface,pore,0.259398366424172,9,1,8,a pore is a very small opening on the surface of your skin
74,0,320,very,pore,-0.388932126512045,4,1,3,a pore is a very small opening on the surface of your skin
75,0,321,cover,gilt,0.076027429983691,1,5,-4,she covered the frame with gilt
75,0,322,frame,gilt,0.620316092976432,3,5,-2,she covered the frame with gilt
76,0,323,british,heir,0.749438693248171,6,3,3,prince william is heir to the british throne
76,0,324,prince,heir,1.44789110397171,0,3,-3,prince william is heir to the british throne
76,0,325,throne,heir,1.50590325260022,7,3,4,prince william is heir to the british throne
76,0,326,william,heir,0.69689323734099,1,3,-2,prince william is heir to the british throne
77,0,327,daughter,son,1.77738216390489,6,3,3,they have a son and a daughter
78,0,328,c,c,1.74458083125762,8,8,0,the soprano c is sometimes called the high c
78,0,329,called,c,-0.455407215766891,5,8,-3,the soprano c is sometimes called the high c
78,0,330,high,c,-0.082897492803822,7,8,-1,the soprano c is sometimes called the high c
78,0,331,sometimes,c,-0.853921280725646,4,8,-4,the soprano c is sometimes called the high c
78,0,332,soprano,c,0.817115257360575,1,8,-7,the soprano c is sometimes called the high c
79,0,333,bulb,watt,1.86265221002862,8,6,2,my desk lamp uses a 60 watt light bulb
79,0,334,desk,watt,-0.746175994953701,1,6,-5,my desk lamp uses a 60 watt light bulb
79,0,335,lamp,watt,1.26595521378393,2,6,-4,my desk lamp uses a 60 watt light bulb
79,0,336,light,watt,1.55840501397235,7,6,1,my desk lamp uses a 60 watt light bulb
79,0,337,use,watt,-0.168693053899143,3,6,-3,my desk lamp uses a 60 watt light bulb
80,0,338,beard,razor,1.41977191894054,7,3,4,he used a razor to shave his beard
80,0,339,shave,razor,1.80951633485795,5,3,2,he used a razor to shave his beard
80,0,340,use,razor,0.249439540804206,1,3,-2,he used a razor to shave his beard
81,0,341,business,profit,1.31094528445956,1,6,-5,that business made a 1 million profit last year
81,0,342,last,profit,0.001496075277508,7,6,1,that business made a 1 million profit last year
81,0,343,make,profit,0.993231668960084,2,6,-4,that business made a 1 million profit last year
81,0,344,million,profit,0.923508338515671,5,6,-1,that business made a 1 million profit last year
81,0,345,year,profit,0.370658642042125,8,6,2,that business made a 1 million profit last year
82,0,346,apple,pie,1.62313450577717,4,5,-1,would you like some apple pie for dessert
82,0,347,dessert,pie,1.58952195138686,7,5,2,would you like some apple pie for dessert
83,0,348,company,need,-0.069653749608277,1,4,-3,the company has a need for computer programmers
83,0,349,computer,need,-0.335250931429922,6,4,2,the company has a need for computer programmers
83,0,350,programmer,need,-0.213229129793482,7,4,3,the company has a need for computer programmers
84,0,351,car,or,-0.945111365927718,4,5,-1,take care of your car or else you will have problems
84,0,352,care,or,-0.892304080881294,1,5,-4,take care of your car or else you will have problems
84,0,353,problem,or,-0.611411144898185,10,5,5,take care of your car or else you will have problems
84,0,354,take,or,-0.602058824085577,0,5,-5,take care of your car or else you will have problems
85,0,355,cheek,tear,0.637431756509806,4,0,4,tears ran down her cheeks as she watched a sad movie
85,0,356,down,tear,0.963342847748347,2,0,2,tears ran down her cheeks as she watched a sad movie
85,0,357,movie,tear,0.687253131905242,10,0,10,tears ran down her cheeks as she watched a sad movie
85,0,358,run,tear,-0.045253490230975,1,0,1,tears ran down her cheeks as she watched a sad movie
85,0,359,sad,tear,1.51235813538621,9,0,9,tears ran down her cheeks as she watched a sad movie
85,0,360,watch,tear,-0.641010071406434,7,0,7,tears ran down her cheeks as she watched a sad movie
86,0,361,flag,pole,1.2396140554421,3,6,-3,she raised a flag up the pole
86,0,362,raise,pole,0.62578963017423,1,6,-5,she raised a flag up the pole
86,0,363,up,pole,0.766225090563923,4,6,-2,she raised a flag up the pole
87,0,364,company,board,0.776604950804146,6,7,-1,he has a meeting with the companys board of directors
87,0,365,director,board,1.45358431472702,9,7,2,he has a meeting with the companys board of directors
87,0,366,meeting,board,1.04516976835005,3,7,-4,he has a meeting with the companys board of directors
88,0,367,much,grease,-0.514129830511972,3,4,-1,there was too much grease on the plate
88,0,368,plate,grease,0.462259010707738,7,4,3,there was too much grease on the plate
89,0,369,boutique,sign,0.668128703089459,8,1,7,the sign on our store says the clothes boutique
89,0,370,clothe,sign,-0.529080972781708,7,1,6,the sign on our store says the clothes boutique
89,0,371,store,sign,1.0376666611044,4,1,3,the sign on our store says the clothes boutique
90,0,372,believe,principle,0.925094978585257,1,4,-3,i believe in the principle of physics
90,0,373,physics,principle,1.0972479645796,6,4,2,i believe in the principle of physics
91,0,374,bar,seedy,0.733705627719276,2,1,1,the seedy bar was full of drunken unwashed people
91,0,375,drunk,seedy,0.679340802910194,6,1,5,the seedy bar was full of drunken unwashed people
91,0,376,full,seedy,-0.377147122815943,4,1,3,the seedy bar was full of drunken unwashed people
91,0,377,people,seedy,-0.037329124650713,8,1,7,the seedy bar was full of drunken unwashed people
91,0,378,unwashed,seedy,0.074602779460382,7,1,6,the seedy bar was full of drunken unwashed people
92,0,379,head,hair,1.63435464204158,8,5,3,most people have lots of hair on their heads
92,0,380,lot,hair,-0.416071726867637,3,5,-2,most people have lots of hair on their heads
92,0,381,people,hair,0.838443672938411,1,5,-4,most people have lots of hair on their heads
93,0,382,boy,naughty,0.451369365636573,1,4,-3,that boy is a naughty child
93,0,383,child,naughty,0.682242994723321,5,4,1,that boy is a naughty child
94,0,384,college,teach,1.5579765341066,4,1,3,she taught mathematics to college students
94,0,385,mathematics,teach,1.54849592563124,2,1,1,she taught mathematics to college students
94,0,386,student,teach,1.51816481031699,2,1,1,she taught mathematics to college students
95,0,387,high,mark,0.380956240203835,5,1,4,she got high marks in high school
95,0,388,school,mark,0.740300423711437,6,1,5,she got high marks in high school
96,0,389,feet,high,0.385803613960015,4,5,-1,the statue is 10 feet high
96,0,390,statue,high,0.231216464156564,1,5,-4,the statue is 10 feet high
96,0,391,ten,high,0.383360081145167,3,5,-2,the statue is 10 feet high
97,0,392,seven,day,0.87926164338694,2,3,-1,there are seven days in a week
97,0,393,week,day,1.64810005920336,6,3,3,there are seven days in a week
98,0,394,con,pro,1.12276538667379,5,3,2,what are the pros and cons of social networking sites
98,0,395,network,pro,0.233612917484429,8,3,5,what are the pros and cons of social networking sites
98,0,396,site,pro,-0.290358496194332,9,3,6,what are the pros and cons of social networking sites
98,0,397,social,pro,-0.186204688622774,7,3,4,what are the pros and cons of social networking sites
99,0,398,beautiful,plain,0.161037787216039,6,2,4,she felt plain next to her beautiful sister
99,0,399,feel,plain,-0.507432010677942,1,2,-1,she felt plain next to her beautiful sister
99,0,400,next,plain,-0.817683173905255,3,2,1,she felt plain next to her beautiful sister
99,0,401,sister,plain,-0.442710190588612,7,2,5,she felt plain next to her beautiful sister
100,0,402,give,damn,0.316232418449366,3,5,-2,i do not give a damn what you say
101,0,403,fall,hurt,1.32271457321785,1,6,-5,i fell and now my leg hurts
101,0,404,leg,hurt,0.176667866569725,5,6,-1,i fell and now my leg hurts
101,0,405,now,hurt,-0.714526161540922,3,6,-3,i fell and now my leg hurts
102,0,406,buy,roll,-0.443427113435343,1,3,-2,she bought a roll of silk to make a dress
102,0,407,dress,roll,-0.777586858694332,9,3,6,she bought a roll of silk to make a dress
102,0,408,make,roll,-0.05409581008413,7,3,4,she bought a roll of silk to make a dress
102,0,409,silk,roll,0.600575380514626,5,3,2,she bought a roll of silk to make a dress
103,0,410,bank,caller,0.215098483859369,8,1,7,the caller on the phone is from your bank
103,0,411,phone,caller,1.62352944259189,4,1,3,the caller on the phone is from your bank
104,0,412,make,steel,0.083866825504579,3,7,-4,that ship is made of wood and steel
104,0,413,ship,steel,0.922511844558865,1,7,-6,that ship is made of wood and steel
104,0,414,wood,steel,0.205852416743009,5,7,-2,that ship is made of wood and steel
105,0,415,attack,die,0.800211967714973,11,7,4,he is very scared that he will die of a heart attack
105,0,416,heart,die,0.381083239180452,10,7,3,he is very scared that he will die of a heart attack
105,0,417,scared,die,1.05888186490163,3,7,-4,he is very scared that he will die of a heart attack
105,0,418,very,die,-0.753637514649243,2,7,-5,he is very scared that he will die of a heart attack
106,0,419,deal,waste,-0.695763948289629,5,10,-5,he is too difficult so dealing with him is a waste of time
106,0,420,difficult,waste,-0.481865457711372,3,10,-7,he is too difficult so dealing with him is a waste of time
106,0,421,time,waste,0.448926775282542,12,10,2,he is too difficult so dealing with him is a waste of time
107,0,422,exam,feat,0.023258026751783,2,8,-6,passing that exam without studying was a real feat
107,0,423,pass,feat,-0.068248093434359,0,8,-8,passing that exam without studying was a real feat
107,0,424,real,feat,-0.345895832015443,7,8,-1,passing that exam without studying was a real feat
107,0,425,study,feat,-0.347581392322538,4,8,-4,passing that exam without studying was a real feat
107,0,426,without,feat,-0.676438119432567,3,8,-5,passing that exam without studying was a real feat
108,0,427,car,allow,-0.521836234305544,8,1,7,we allowed our son to use the family car
108,0,428,family,allow,-0.158089212712077,7,1,6,we allowed our son to use the family car
108,0,429,son,allow,-0.256707439272898,3,1,2,we allowed our son to use the family car
108,0,430,use,allow,0.790682998935275,5,1,4,we allowed our son to use the family car
109,0,431,look,pale,0.314206395933604,1,2,-1,she looks pale and sick
109,0,432,sick,pale,1.45108825520804,4,2,2,she looks pale and sick
110,0,433,food,manner,-0.399834097250625,5,3,2,there was all manner of food at the party
110,0,434,party,manner,-0.27745735638236,8,3,5,there was all manner of food at the party
111,0,435,buy,cash,1.40821431669879,1,7,-6,she bought stocks for 10 years then cashed in her chips
111,0,436,chip,cash,0.615543336188091,10,7,3,she bought stocks for 10 years then cashed in her chips
111,0,437,stock,cash,0.967503016967709,2,7,-5,she bought stocks for 10 years then cashed in her chips
111,0,438,ten,cash,0.876378468928645,4,7,-3,she bought stocks for 10 years then cashed in her chips
111,0,439,year,cash,-0.446605552927666,5,7,-2,she bought stocks for 10 years then cashed in her chips
112,0,440,city,rain,0.205143034095625,4,0,4,rain fell on the city last night
112,0,441,fall,rain,1.35372756796668,1,0,1,rain fell on the city last night
112,0,442,last,rain,-0.48467605237384,5,0,5,rain fell on the city last night
112,0,443,night,rain,0.223175152893295,6,0,6,rain fell on the city last night
113,0,444,before,time,0.960641636307262,6,2,4,we have time to have lunch before the meeting
113,0,445,lunch,time,0.892860491910906,5,2,3,we have time to have lunch before the meeting
113,0,446,meeting,time,1.24197922778233,8,2,6,we have time to have lunch before the meeting
114,0,447,afford,poor,0.732623518181762,7,4,3,that family is so poor they cannot afford to buy food
114,0,448,buy,poor,-0.062528015788289,9,4,5,that family is so poor they cannot afford to buy food
114,0,449,family,poor,0.464091034335387,1,4,-3,that family is so poor they cannot afford to buy food
114,0,450,food,poor,0.038564677972994,10,4,6,that family is so poor they cannot afford to buy food
115,0,451,accuse,guilt,1.1652061653694,9,4,5,a jury decides the guilt or innocence of an accused person
115,0,452,decide,guilt,-0.144826178221417,2,4,-2,a jury decides the guilt or innocence of an accused person
115,0,453,innocence,guilt,1.28164517471177,6,4,2,a jury decides the guilt or innocence of an accused person
115,0,454,jury,guilt,1.51515792216884,1,4,-3,a jury decides the guilt or innocence of an accused person
115,0,455,person,guilt,0.563343973253571,10,4,6,a jury decides the guilt or innocence of an accused person
116,0,456,being,err,-0.42530305849085,9,4,5,it is better to err on the side of being too safe
116,0,457,better,err,-0.30560909935212,2,4,-2,it is better to err on the side of being too safe
116,0,458,safe,err,-0.569853383292212,11,4,7,it is better to err on the side of being too safe
116,0,459,side,err,-0.130442477877082,7,4,3,it is better to err on the side of being too safe
117,0,460,evening,sun,0.274734841511143,8,1,7,the sun rises every morning and sets every evening
117,0,461,morning,sun,1.65950626954641,4,1,3,the sun rises every morning and sets every evening
117,0,462,rise,sun,1.19872131692978,2,1,1,the sun rises every morning and sets every evening
117,0,463,set,sun,1.30292842585343,6,1,5,the sun rises every morning and sets every evening
118,0,464,high,sea,0.807334606845946,8,9,-1,the ship is in the midatlantic on the high seas
118,0,465,midatlantic,sea,1.44381228595481,5,9,-4,the ship is in the midatlantic on the high seas
118,0,466,ship,sea,1.81742784140711,1,9,-8,the ship is in the midatlantic on the high seas
119,0,467,student,what,-0.250644328537633,4,5,-1,the teacher told the students what to do
119,0,468,teacher,what,-0.300436257083688,1,5,-4,the teacher told the students what to do
119,0,469,tell,what,-0.120793909911627,2,5,-3,the teacher told the students what to do
120,0,470,church,raiser,-0.17088437166286,9,5,4,that girl organized a fund raiser at her local church
120,0,471,fund,raiser,1.18170202317241,4,5,-1,that girl organized a fund raiser at her local church
120,0,472,girl,raiser,-0.740622930989988,1,5,-4,that girl organized a fund raiser at her local church
120,0,473,local,raiser,-0.309007093602491,8,5,3,that girl organized a fund raiser at her local church
120,0,474,organize,raiser,-0.264088454551069,2,5,-3,that girl organized a fund raiser at her local church
1,1,1,atheism,profit,-0.825022679035292,0,4,-4,atheism is a non prophet organization
1,1,2,non,profit,0.537295827541372,3,4,-1,atheism is a non prophet organization
1,1,3,organization,profit,1.14790577851505,5,4,1,atheism is a non prophet organization
2,1,4,circumference,pie,0.379966961424945,4,8,-4,i get my large circumference from too much pi
2,1,5,large,pie,0.256550264771002,3,8,-5,i get my large circumference from too much pi
2,1,6,much,pie,-0.155769675285503,7,8,-1,i get my large circumference from too much pi
3,1,7,baker,need,-0.847793406929538,0,6,-6,bakers trade bread recipes on a knead to know basis
3,1,8,basis,need,0.508149689456561,9,6,3,bakers trade bread recipes on a knead to know basis
3,1,9,bread,need,-0.286421574470693,2,6,-4,bakers trade bread recipes on a knead to know basis
3,1,10,know,need,0.08625955192439,8,6,2,bakers trade bread recipes on a knead to know basis
3,1,11,recipe,need,-0.119341625524742,0,6,-6,bakers trade bread recipes on a knead to know basis
3,1,12,trade,need,0.286805525232882,1,6,-5,bakers trade bread recipes on a knead to know basis
4,1,13,choose,or,1.10234815748778,5,7,-2,the indecisive rower could not choose either oar
4,1,14,either,or,1.07030039522456,6,7,-1,the indecisive rower could not choose either oar
4,1,15,indecisive,or,1.25229450650613,1,7,-6,the indecisive rower could not choose either oar
4,1,16,rower,or,-0.906011724627619,2,7,-5,the indecisive rower could not choose either oar
5,1,17,cake,tear,-0.582700479362776,7,10,-3,it was an emotional wedding even the cake was in tiers
5,1,18,emotional,tear,1.21594307492533,3,10,-7,it was an emotional wedding even the cake was in tiers
5,1,19,even,tear,-0.535524877381776,5,10,-5,it was an emotional wedding even the cake was in tiers
5,1,20,wedding,tear,-0.150419813659689,4,10,-6,it was an emotional wedding even the cake was in tiers
6,1,21,conduct,pole,-0.441474931942485,5,8,-3,a new country decided to conduct a flag poll
6,1,22,country,pole,-0.331335895533622,2,8,-6,a new country decided to conduct a flag poll
6,1,23,decide,pole,-0.910535424328637,3,8,-5,a new country decided to conduct a flag poll
6,1,24,flag,pole,1.45959752477869,7,8,-1,a new country decided to conduct a flag poll
6,1,25,new,pole,-0.529708377732807,1,8,-7,a new country decided to conduct a flag poll
7,1,26,chairman,board,1.74741551495295,7,10,-3,at some executive meetings there is a chairman of the bored
7,1,27,executive,board,1.36851157208971,2,10,-8,at some executive meetings there is a chairman of the bored
7,1,28,meetings,board,1.53868596524338,3,10,-7,at some executive meetings there is a chairman of the bored
8,1,29,donut,grease,0.900077078081742,4,9,-5,did you know that donuts were first made in greece
8,1,30,first,grease,-0.871741443409052,6,9,-3,did you know that donuts were first made in greece
8,1,31,know,grease,-0.895528881742374,2,9,-7,did you know that donuts were first made in greece
8,1,32,made,grease,-0.531472048878473,7,9,-2,did you know that donuts were first made in greece
9,1,33,above,sign,0.143826371403954,14,12,2,i always prayed before my trigonometry tests i was hoping for a sine from above
9,1,34,always,sign,-0.505156693431939,1,12,-11,i always prayed before my trigonometry tests i was hoping for a sine from above
9,1,35,before,sign,-0.447743610494994,3,12,-9,i always prayed before my trigonometry tests i was hoping for a sine from above
9,1,36,hoping,sign,-0.172971801008775,9,12,-3,i always prayed before my trigonometry tests i was hoping for a sine from above
9,1,37,prayed,sign,0.348867667741489,2,12,-10,i always prayed before my trigonometry tests i was hoping for a sine from above
9,1,38,test,sign,-0.036122222695213,6,12,-6,i always prayed before my trigonometry tests i was hoping for a sine from above
9,1,39,trigonometry,sign,0.554545004398867,5,12,-7,i always prayed before my trigonometry tests i was hoping for a sine from above
10,1,40,dislike,principle,-0.190645820709604,5,10,-5,it was not school john disliked it was just the principal of it
10,1,41,john,principle,-0.455802645044885,4,10,-6,it was not school john disliked it was just the principal of it
10,1,42,school,principle,1.01949205280251,3,10,-7,it was not school john disliked it was just the principal of it
11,1,43,music,seedy,-0.494650579415055,1,6,-5,some music stores are in a cd part of town
11,1,44,part,seedy,-0.806785859173703,7,6,1,some music stores are in a cd part of town
11,1,45,store,seedy,-0.220254787285015,2,6,-4,some music stores are in a cd part of town
11,1,46,town,seedy,0.568853266521121,9,6,3,some music stores are in a cd part of town
12,1,47,mad,hair,-0.446788116515454,4,8,-4,the magician got so mad he pulled his hare out
12,1,48,magician,hair,-0.52993321959984,1,8,-7,the magician got so mad he pulled his hare out
12,1,49,out,hair,-0.602941217121019,9,8,1,the magician got so mad he pulled his hare out
12,1,50,pulled,hair,0.714655005744273,6,8,-2,the magician got so mad he pulled his hare out
13,1,51,admonished,naughty,1.20150495252473,5,13,-8,the young pine sapling was admonished by his father apparently he had been knotty
13,1,52,apparently,naughty,-0.28106134788252,9,13,-4,the young pine sapling was admonished by his father apparently he had been knotty
13,1,53,father,naughty,-0.506557275020283,8,13,-5,the young pine sapling was admonished by his father apparently he had been knotty
13,1,54,pine,naughty,-0.607555526814842,2,13,-11,the young pine sapling was admonished by his father apparently he had been knotty
13,1,55,sapling,naughty,-0.963003701747602,3,13,-10,the young pine sapling was admonished by his father apparently he had been knotty
13,1,56,young,naughty,0.218343355000167,1,13,-12,the young pine sapling was admonished by his father apparently he had been knotty
14,1,57,learn,teach,1.45899477086049,1,8,-7,to learn rope tricks you have to be taut
14,1,58,rope,teach,-0.292679613234723,2,8,-6,to learn rope tricks you have to be taut
14,1,59,trick,teach,-0.300934187079601,3,8,-5,to learn rope tricks you have to be taut
15,1,60,class,mark,0.265078142263883,5,9,-4,i dropped out of communism class because of lousy marx
15,1,61,communism,mark,-0.72341465204483,4,9,-5,i dropped out of communism class because of lousy marx
15,1,62,drop,mark,-0.283500750136741,1,9,-8,i dropped out of communism class because of lousy marx
15,1,63,lousy,mark,-0.159164305498618,8,9,-1,i dropped out of communism class because of lousy marx
15,1,64,out,mark,-0.340761339752305,2,9,-7,i dropped out of communism class because of lousy marx
16,1,65,boy,high,-0.705672140173113,1,10,-9,a boy who instinctively waves at people has a natural hi
16,1,66,instinctively,high,-0.498601106522968,3,10,-7,a boy who instinctively waves at people has a natural hi
16,1,67,natural,high,-0.012319950555378,9,10,-1,a boy who instinctively waves at people has a natural hi
16,1,68,people,high,-0.412698208052517,6,10,-4,a boy who instinctively waves at people has a natural hi
16,1,69,wave,high,0.482962181604805,4,10,-6,a boy who instinctively waves at people has a natural hi
17,1,70,end,day,0.267239579087959,9,13,-4,a teacher having a tough time longs for the end of the school daze
17,1,71,having,day,-0.354836527565302,2,13,-11,a teacher having a tough time longs for the end of the school daze
17,1,72,long,day,0.388597629041385,6,13,-7,a teacher having a tough time longs for the end of the school daze
17,1,73,school,day,0.990153412360027,12,13,-1,a teacher having a tough time longs for the end of the school daze
17,1,74,teacher,day,-0.053209727084848,1,13,-12,a teacher having a tough time longs for the end of the school daze
17,1,75,time,day,1.47513600142584,5,13,-8,a teacher having a tough time longs for the end of the school daze
17,1,76,tough,day,-0.003951185069658,4,13,-9,a teacher having a tough time longs for the end of the school daze
18,1,77,author,pro,0.225336918485853,0,5,-5,authors in jail have their prose and cons
18,1,78,con,pro,1.28154356362381,7,5,2,authors in jail have their prose and cons
18,1,79,jail,pro,-0.544345759521232,2,5,-3,authors in jail have their prose and cons
19,1,80,eat,plain,0.081997827626014,4,14,-10,do not expect to eat something fancy when you are flying because it is plane food
19,1,81,expect,plain,-0.24460729053581,2,14,-12,do not expect to eat something fancy when you are flying because it is plane food
19,1,82,fancy,plain,0.351653509219275,6,14,-8,do not expect to eat something fancy when you are flying because it is plane food
19,1,83,fly,plain,-0.615666790695139,10,14,-4,do not expect to eat something fancy when you are flying because it is plane food
19,1,84,food,plain,0.249416236570178,15,14,1,do not expect to eat something fancy when you are flying because it is plane food
19,1,85,something,plain,-0.218264018853678,5,14,-9,do not expect to eat something fancy when you are flying because it is plane food
20,1,86,beaver,damn,-0.063336251110301,3,11,-8,i saw a beaver movie last night it was the best dam movie i have ever seen
20,1,87,best,damn,-0.590036116761407,10,11,-1,i saw a beaver movie last night it was the best dam movie i have ever seen
20,1,88,last,damn,-0.461702607368854,5,11,-6,i saw a beaver movie last night it was the best dam movie i have ever seen
20,1,89,movie,damn,-0.597936503279714,12,11,1,i saw a beaver movie last night it was the best dam movie i have ever seen
20,1,90,movie,damn,-0.632834646206393,12,11,1,i saw a beaver movie last night it was the best dam movie i have ever seen
20,1,91,night,damn,-0.810753987223521,6,11,-5,i saw a beaver movie last night it was the best dam movie i have ever seen
20,1,92,see,damn,-0.977045746381195,1,11,-10,i saw a beaver movie last night it was the best dam movie i have ever seen
21,1,93,computer,hurt,-0.700567935837044,1,6,-5,my computer is so slow it hertz
21,1,94,slow,hurt,-0.385379948922231,4,6,-2,my computer is so slow it hertz
22,1,95,actor,roll,-0.130075067514761,1,12,-11,the actors had one great movie after another they were on a role
22,1,96,another,roll,-0.222925928080213,7,12,-5,the actors had one great movie after another they were on a role
22,1,97,great,roll,-0.626703462766894,4,12,-8,the actors had one great movie after another they were on a role
22,1,98,movie,roll,0.300969281387335,5,12,-7,the actors had one great movie after another they were on a role
22,1,99,one,roll,-0.275896542020841,3,12,-9,the actors had one great movie after another they were on a role
23,1,100,id,caller,1.14078991644117,16,15,1,the man put his name on the neck of his shirt so he would have collar id
23,1,101,man,caller,0.1728531964543,1,15,-14,the man put his name on the neck of his shirt so he would have collar id
23,1,102,name,caller,0.668659091421552,4,15,-11,the man put his name on the neck of his shirt so he would have collar id
23,1,103,neck,caller,-0.682894749380722,7,15,-8,the man put his name on the neck of his shirt so he would have collar id
23,1,104,put,caller,-0.374559629015958,2,15,-13,the man put his name on the neck of his shirt so he would have collar id
23,1,105,shirt,caller,-0.633592127511618,10,15,-5,the man put his name on the neck of his shirt so he would have collar id
24,1,106,muscle,steel,0.272910017001424,2,4,-2,thieves have muscles of steal
24,1,107,thief,steel,-0.597283712240962,0,4,-4,thieves have muscles of steal
25,1,108,actress,die,-0.024059826505242,2,14,-12,when an actress saw her first strands of gray hair she thought she would dye
25,1,109,first,die,-0.544839480397006,5,14,-9,when an actress saw her first strands of gray hair she thought she would dye
25,1,110,gray,die,-0.098322787270078,8,14,-6,when an actress saw her first strands of gray hair she thought she would dye
25,1,111,hair,die,-0.260676966503603,9,14,-5,when an actress saw her first strands of gray hair she thought she would dye
25,1,112,saw,die,-0.483263357730087,3,14,-11,when an actress saw her first strands of gray hair she thought she would dye
25,1,113,strand,die,-0.145139986854493,6,14,-8,when an actress saw her first strands of gray hair she thought she would dye
25,1,114,think,die,-0.666366335760879,11,14,-3,when an actress saw her first strands of gray hair she thought she would dye
26,1,115,belt,waste,-0.24968941435078,2,6,-4,a cardboard belt would be a waist of paper
26,1,116,cardboard,waste,0.567217980772463,1,6,-5,a cardboard belt would be a waist of paper
26,1,117,paper,waste,1.12933526484927,8,6,2,a cardboard belt would be a waist of paper
27,1,118,fit,feat,-0.073491314279423,3,10,-7,being able to fit size fourteen shoes is quite a feet
27,1,119,fourteen,feat,-0.846182777626222,5,10,-5,being able to fit size fourteen shoes is quite a feet
27,1,120,quite,feat,-0.122767874831449,8,10,-2,being able to fit size fourteen shoes is quite a feet
27,1,121,shoe,feat,-0.782443136926291,6,10,-4,being able to fit size fourteen shoes is quite a feet
27,1,122,size,feat,0.067085720422618,4,10,-6,being able to fit size fourteen shoes is quite a feet
28,1,123,mime,allow,-0.702152041876567,1,10,-9,the mime wanted to say something but he was not aloud
28,1,124,something,allow,-0.077694918887128,5,10,-5,the mime wanted to say something but he was not aloud
28,1,125,want,allow,0.274759661714828,2,10,-8,the mime wanted to say something but he was not aloud
29,1,126,bucket,pale,0.030679020300575,5,8,-3,those who carry too many buckets start feeling pail
29,1,127,carry,pale,-0.691773138173142,2,8,-6,those who carry too many buckets start feeling pail
29,1,128,feel,pale,-0.268096684986811,7,8,-1,those who carry too many buckets start feeling pail
29,1,129,many,pale,-0.664626165480999,4,8,-4,those who carry too many buckets start feeling pail
29,1,130,start,pale,-0.710129104722896,6,8,-2,those who carry too many buckets start feeling pail
29,1,131,those,pale,-0.696805216421225,0,8,-8,those who carry too many buckets start feeling pail
30,1,132,castle,manner,-0.583318809988527,5,8,-3,a mans home is his castle in a manor of speaking
30,1,133,home,manner,0.186411486250951,2,8,-6,a mans home is his castle in a manor of speaking
30,1,134,man,manner,-0.413159958937049,1,8,-7,a mans home is his castle in a manor of speaking
30,1,135,speaking,manner,1.06777889452441,10,8,2,a mans home is his castle in a manor of speaking
31,1,136,chip,cash,0.614308536534834,12,9,3,an online poker tournament ended suddenly when the computer cached in its chips
31,1,137,computer,cash,-0.030398628514147,8,9,-1,an online poker tournament ended suddenly when the computer cached in its chips
31,1,138,end,cash,-0.602794301144123,4,9,-5,an online poker tournament ended suddenly when the computer cached in its chips
31,1,139,online,cash,-0.222210622301699,1,9,-8,an online poker tournament ended suddenly when the computer cached in its chips
31,1,140,poker,cash,1.25421693246305,2,9,-7,an online poker tournament ended suddenly when the computer cached in its chips
31,1,141,suddenly,cash,-0.56248084644757,5,9,-4,an online poker tournament ended suddenly when the computer cached in its chips
31,1,142,tournament,cash,0.611697549724638,3,9,-6,an online poker tournament ended suddenly when the computer cached in its chips
32,1,143,britain,rain,0.588654976444107,0,12,-12,britain is a wet place since the queen has had a long reign
32,1,144,long,rain,-0.099289508767626,11,12,-1,britain is a wet place since the queen has had a long reign
32,1,145,place,rain,-0.124989392589645,4,12,-8,britain is a wet place since the queen has had a long reign
32,1,146,queen,rain,-0.80450808433613,7,12,-5,britain is a wet place since the queen has had a long reign
32,1,147,wet,rain,1.67160366860003,3,12,-9,britain is a wet place since the queen has had a long reign
33,1,148,extra,time,0.37455093439788,4,6,-2,herb gardeners who work extra get thyme and a half
33,1,149,gardener,time,-0.343649441681855,2,6,-4,herb gardeners who work extra get thyme and a half
33,1,150,half,time,0.961374751225711,9,6,3,herb gardeners who work extra get thyme and a half
33,1,151,herb,time,-0.555091831994207,0,6,-6,herb gardeners who work extra get thyme and a half
33,1,152,work,time,1.16121091785501,3,6,-3,herb gardeners who work extra get thyme and a half
34,1,153,bad,poor,0.611075463104912,5,13,-8,if you say you have bad skin i would say that was a pore excuse
34,1,154,excuse,poor,0.073911381022293,14,13,1,if you say you have bad skin i would say that was a pore excuse
34,1,155,skin,poor,-0.201419991622719,6,13,-7,if you say you have bad skin i would say that was a pore excuse
35,1,156,complex,guilt,0.674946181195122,8,7,1,people who like gold paint have a gilt complex
